,ID,Solution
402,402,0
403,403,0
404,404,0
405,405,1
406,406,1
407,407,0
408,408,0
409,409,1
410,410,1
411,411,1
412,412,0
413,413,0
414,414,1
415,415,1
416,416,0
417,417,1
418,418,0
419,419,1
420,420,1
421,421,0
422,422,0
423,423,0
424,424,0
425,425,0
426,426,0
427,427,1
428,428,1
429,429,0
430,430,1
431,431,0
432,432,1
433,433,0
434,434,1
435,435,0
436,436,1
437,437,0
438,438,1
439,439,0
440,440,1
441,441,0
442,442,1
443,443,0
444,444,1
445,445,0
446,446,0
447,447,0
448,448,1
449,449,1
450,450,1
451,451,0
452,452,1
453,453,0
454,454,0
455,455,0
456,456,0
457,457,0
458,458,1
459,459,0
460,460,1
461,461,1
462,462,0
463,463,0
464,464,1
465,465,1
466,466,1
467,467,0
468,468,0
469,469,0
470,470,0
471,471,1
472,472,1
473,473,1
474,474,0
475,475,0
476,476,1
477,477,0
478,478,1
479,479,1
480,480,0
481,481,0
482,482,0
483,483,0
484,484,0
485,485,0
486,486,1
487,487,1
488,488,0
489,489,0
490,490,1
491,491,1
492,492,0
493,493,0
494,494,0
495,495,0
496,496,0
497,497,0
498,498,1
499,499,0
500,500,0
501,501,0
502,502,0
503,503,1
504,504,1
505,505,1
506,506,1
507,507,0
508,508,1
509,509,1
510,510,0
511,511,0
512,512,1
513,513,0
514,514,1
515,515,1
516,516,0
517,517,0
518,518,0
519,519,1
520,520,1
521,521,0
522,522,1
523,523,1
524,524,1
525,525,1
526,526,0
527,527,1
528,528,0
529,529,1
530,530,1
531,531,1
532,532,1
533,533,1
534,534,1
535,535,1
536,536,0
537,537,0
538,538,0
539,539,1
540,540,0
541,541,1
542,542,0
543,543,1
544,544,0
545,545,1
546,546,1
547,547,0
548,548,1
549,549,1
550,550,0
551,551,0
552,552,1
553,553,1
554,554,1
555,555,0
556,556,1
557,557,0
558,558,0
559,559,0
560,560,0
561,561,0
562,562,1
563,563,0
564,564,1
565,565,0
566,566,1
567,567,1
568,568,0
569,569,1
570,570,0
571,571,1
572,572,0
573,573,0
574,574,0
575,575,0
576,576,1
577,577,1
578,578,0
579,579,1
580,580,0
581,581,0
582,582,1
583,583,0
584,584,0
585,585,0
586,586,1
587,587,1
588,588,0
589,589,0
590,590,1
591,591,0
592,592,1
593,593,0
594,594,0
595,595,0
596,596,1
597,597,0
598,598,1
599,599,0
600,600,0
601,601,0
602,602,1
603,603,0
604,604,1
605,605,0
606,606,0
607,607,1
608,608,1
609,609,1
610,610,0
611,611,1
612,612,0
613,613,0
614,614,0
615,615,1
616,616,1
617,617,1
618,618,0
619,619,1
620,620,0
621,621,0
622,622,0
623,623,0
624,624,1
625,625,1
626,626,1
627,627,1
628,628,0
629,629,1
630,630,1
631,631,1
632,632,0
633,633,0
634,634,0
635,635,0
636,636,0
637,637,1
638,638,1
639,639,0
640,640,0
641,641,0
642,642,0
643,643,0
644,644,0
645,645,1
646,646,1
647,647,1
648,648,1
649,649,1
650,650,1
651,651,1
652,652,1
653,653,1
654,654,0
655,655,1
656,656,0
657,657,1
658,658,0
659,659,0
660,660,0
661,661,0
662,662,0
663,663,1
664,664,1
665,665,0
666,666,1
667,667,1
668,668,0
669,669,1
670,670,0
671,671,0
672,672,0
673,673,0
674,674,0
675,675,0
676,676,1
677,677,0
678,678,0
679,679,0
680,680,1
681,681,0
682,682,0
683,683,1
684,684,1
685,685,1
686,686,1
687,687,1
688,688,1
689,689,0
690,690,1
691,691,1
692,692,0
693,693,0
694,694,1
695,695,0
696,696,1
697,697,0
698,698,1
699,699,1
700,700,0
701,701,0
702,702,1
703,703,0
704,704,1
705,705,1
706,706,0
707,707,1
708,708,0
709,709,0
710,710,1
711,711,1
712,712,1
713,713,1
714,714,0
715,715,1
716,716,1
717,717,0
718,718,0
719,719,0
720,720,0
721,721,0
722,722,0
723,723,0
724,724,1
725,725,0
726,726,1
727,727,0
728,728,0
729,729,0
730,730,0
731,731,1
732,732,1
733,733,0
734,734,0
735,735,0
736,736,1
737,737,1
738,738,1
739,739,0
740,740,0
741,741,1
742,742,1
743,743,1
744,744,1
745,745,1
746,746,0
747,747,0
748,748,1
749,749,1
750,750,1
751,751,0
752,752,1
753,753,1
754,754,0
755,755,1
756,756,1
757,757,0
758,758,0
759,759,0
760,760,0
761,761,0
762,762,1
763,763,0
764,764,1
765,765,0
766,766,1
767,767,0
768,768,1
769,769,0
770,770,0
771,771,1
772,772,0
773,773,1
774,774,1
775,775,0
776,776,1
777,777,0
778,778,0
779,779,1
780,780,1
781,781,1
782,782,0
783,783,0
784,784,1
785,785,1
786,786,0
787,787,1
788,788,0
789,789,1
790,790,0
791,791,0
792,792,0
793,793,0
794,794,0
795,795,1
796,796,1
797,797,1
798,798,0
799,799,1
800,800,0
801,801,0
802,802,1
803,803,0
804,804,1
805,805,0
806,806,0
807,807,1
808,808,1
809,809,0
810,810,0
811,811,0
812,812,0
813,813,1
814,814,0
815,815,0
816,816,0
817,817,1
818,818,0
819,819,0
820,820,0
821,821,0
822,822,1
823,823,1
824,824,0
825,825,0
826,826,0
827,827,0
828,828,0
829,829,1
830,830,0
831,831,0
832,832,1
833,833,1
834,834,0
835,835,0
836,836,0
837,837,0
838,838,1
839,839,0
840,840,1
841,841,0
842,842,0
843,843,1
844,844,0
845,845,1
846,846,0
847,847,1
848,848,1
849,849,1
850,850,1
851,851,0
852,852,1
853,853,0
854,854,1
855,855,0
856,856,0
857,857,0
858,858,0
859,859,1
860,860,0
861,861,1
862,862,1
863,863,0
864,864,0
865,865,1
866,866,1
867,867,0
868,868,0
869,869,1
870,870,0
871,871,1
872,872,1
873,873,1
874,874,0
875,875,0
876,876,0
877,877,1
878,878,0
879,879,1
880,880,1
881,881,1
882,882,0
883,883,1
884,884,1
885,885,1
886,886,1
887,887,0
888,888,0
889,889,0
890,890,1
891,891,1
892,892,0
893,893,0
894,894,1
895,895,1
896,896,0
897,897,0
898,898,0
899,899,1
900,900,1
901,901,0
902,902,1
903,903,0
904,904,1
905,905,0
906,906,1
907,907,0
908,908,0
909,909,1
910,910,1
911,911,1
912,912,0
913,913,0
914,914,1
915,915,0
916,916,0
917,917,0
918,918,1
919,919,0
920,920,1
921,921,0
922,922,0
923,923,1
924,924,0
925,925,1
926,926,1
927,927,0
928,928,1
929,929,0
930,930,0
931,931,0
932,932,0
933,933,0
934,934,0
935,935,1
936,936,1
937,937,0
938,938,1
939,939,0
940,940,1
941,941,0
942,942,0
943,943,1
944,944,0
945,945,1
946,946,1
947,947,0
948,948,1
949,949,0
950,950,0
951,951,1
952,952,0
953,953,0
954,954,0
955,955,1
956,956,1
957,957,1
958,958,1
959,959,1
960,960,0
961,961,0
962,962,0
963,963,0
964,964,0
965,965,1
966,966,0
967,967,0
968,968,1
969,969,0
970,970,1
971,971,0
972,972,1
973,973,0
974,974,1
975,975,1
976,976,0
977,977,0
978,978,0
979,979,1
980,980,1
981,981,0
982,982,1
983,983,1
984,984,0
985,985,0
986,986,1
987,987,1
988,988,1
989,989,0
990,990,0
991,991,1
992,992,1
993,993,0
994,994,0
995,995,0
996,996,0
997,997,1
998,998,1
999,999,0
1000,1000,0
1001,1001,0
1002,1002,0
1003,1003,1
1004,1004,1
1005,1005,1
1006,1006,1
1007,1007,1
1008,1008,0
1009,1009,0
1010,1010,0
1011,1011,0
1012,1012,0
1013,1013,0
1014,1014,0
1015,1015,0
1016,1016,0
1017,1017,0
1018,1018,0
1019,1019,1
1020,1020,1
1021,1021,1
1022,1022,1
1023,1023,1
1024,1024,0
1025,1025,0
1026,1026,1
1027,1027,1
1028,1028,1
1029,1029,1
1030,1030,0
1031,1031,0
1032,1032,0
1033,1033,0
1034,1034,1
1035,1035,1
1036,1036,1
1037,1037,0
1038,1038,1
1039,1039,0
1040,1040,0
1041,1041,0
1042,1042,0
1043,1043,0
1044,1044,0
1045,1045,0
1046,1046,0
1047,1047,1
1048,1048,0
1049,1049,0
1050,1050,1
1051,1051,1
1052,1052,1
1053,1053,1
1054,1054,0
1055,1055,1
1056,1056,0
1057,1057,0
1058,1058,0
1059,1059,0
1060,1060,0
1061,1061,0
1062,1062,1
1063,1063,0
1064,1064,1
1065,1065,0
1066,1066,1
1067,1067,0
1068,1068,0
1069,1069,1
1070,1070,0
1071,1071,1
1072,1072,0
1073,1073,1
1074,1074,1
1075,1075,1
1076,1076,1
1077,1077,1
1078,1078,1
1079,1079,1
1080,1080,0
1081,1081,1
1082,1082,1
1083,1083,1
1084,1084,0
1085,1085,1
1086,1086,1
1087,1087,0
1088,1088,1
1089,1089,1
1090,1090,0
1091,1091,0
1092,1092,1
1093,1093,0
1094,1094,1
1095,1095,1
1096,1096,1
1097,1097,0
1098,1098,1
1099,1099,1
1100,1100,1
1101,1101,0
1102,1102,0
1103,1103,0
1104,1104,0
1105,1105,1
1106,1106,1
1107,1107,1
1108,1108,1
1109,1109,0
1110,1110,1
1111,1111,1
1112,1112,1
1113,1113,0
1114,1114,1
1115,1115,1
1116,1116,0
1117,1117,0
1118,1118,0
1119,1119,0
1120,1120,1
1121,1121,1
1122,1122,1
1123,1123,1
1124,1124,0
1125,1125,0
1126,1126,1
1127,1127,1
1128,1128,0
1129,1129,1
1130,1130,1
1131,1131,0
1132,1132,0
1133,1133,1
1134,1134,0
1135,1135,1
1136,1136,1
1137,1137,0
1138,1138,0
1139,1139,1
1140,1140,0
1141,1141,0
1142,1142,0
1143,1143,0
1144,1144,0
1145,1145,1
1146,1146,1
1147,1147,1
1148,1148,0
1149,1149,0
1150,1150,0
1151,1151,1
1152,1152,0
1153,1153,0
1154,1154,0
1155,1155,1
1156,1156,1
1157,1157,1
1158,1158,0
1159,1159,0
1160,1160,0
1161,1161,0
1162,1162,0
1163,1163,1
1164,1164,0
1165,1165,0
1166,1166,1
1167,1167,0
1168,1168,1
1169,1169,0
1170,1170,0
1171,1171,1
1172,1172,1
1173,1173,0
1174,1174,1
1175,1175,1
1176,1176,0
1177,1177,1
1178,1178,1
1179,1179,0
1180,1180,0
1181,1181,1
1182,1182,0
1183,1183,0
1184,1184,1
1185,1185,1
1186,1186,1
1187,1187,0
1188,1188,0
1189,1189,1
1190,1190,1
1191,1191,1
1192,1192,1
1193,1193,0
1194,1194,1
1195,1195,1
1196,1196,0
1197,1197,0
1198,1198,1
1199,1199,1
1200,1200,0
1201,1201,0
1202,1202,1
1203,1203,0
1204,1204,0
1205,1205,0
1206,1206,0
1207,1207,0
1208,1208,1
1209,1209,0
1210,1210,0
1211,1211,1
1212,1212,1
1213,1213,1
1214,1214,0
1215,1215,1
1216,1216,0
1217,1217,1
1218,1218,0
1219,1219,0
1220,1220,1
1221,1221,0
1222,1222,0
1223,1223,1
1224,1224,0
1225,1225,1
1226,1226,0
1227,1227,0
1228,1228,0
1229,1229,0
1230,1230,0
1231,1231,0
1232,1232,0
1233,1233,0
1234,1234,0
1235,1235,0
1236,1236,0
1237,1237,1
1238,1238,1
1239,1239,1
1240,1240,0
1241,1241,0
1242,1242,1
1243,1243,1
1244,1244,0
1245,1245,1
1246,1246,1
1247,1247,1
1248,1248,0
1249,1249,1
1250,1250,1
1251,1251,0
1252,1252,1
1253,1253,0
1254,1254,0
1255,1255,1
1256,1256,1
1257,1257,0
1258,1258,0
1259,1259,0
1260,1260,0
1261,1261,1
1262,1262,1
1263,1263,0
1264,1264,0
1265,1265,0
1266,1266,0
1267,1267,1
1268,1268,0
1269,1269,0
1270,1270,0
1271,1271,0
1272,1272,1
1273,1273,1
1274,1274,1
1275,1275,1
1276,1276,0
1277,1277,0
1278,1278,1
1279,1279,1
1280,1280,1
1281,1281,1
1282,1282,1
1283,1283,0
1284,1284,1
1285,1285,1
1286,1286,0
1287,1287,0
1288,1288,0
1289,1289,1
1290,1290,0
1291,1291,0
1292,1292,1
1293,1293,1
1294,1294,1
1295,1295,1
1296,1296,0
1297,1297,1
1298,1298,1
1299,1299,0
1300,1300,0
1301,1301,0
1302,1302,0
1303,1303,1
1304,1304,0
1305,1305,0
1306,1306,0
1307,1307,1
1308,1308,1
1309,1309,1
1310,1310,1
1311,1311,1
1312,1312,0
1313,1313,1
1314,1314,0
1315,1315,0
1316,1316,0
1317,1317,0
1318,1318,1
1319,1319,0
1320,1320,0
1321,1321,1
1322,1322,0
1323,1323,1
1324,1324,1
1325,1325,1
1326,1326,1
1327,1327,1
1328,1328,0
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,0
1333,1333,0
1334,1334,1
1335,1335,1
1336,1336,0
1337,1337,1
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,1
1342,1342,1
1343,1343,0
1344,1344,1
1345,1345,1
1346,1346,1
1347,1347,0
1348,1348,0
1349,1349,1
1350,1350,1
1351,1351,0
1352,1352,1
1353,1353,0
1354,1354,0
1355,1355,0
1356,1356,1
1357,1357,1
1358,1358,1
1359,1359,1
1360,1360,0
1361,1361,1
1362,1362,0
1363,1363,0
1364,1364,1
1365,1365,1
1366,1366,1
1367,1367,1
1368,1368,1
1369,1369,0
1370,1370,0
1371,1371,0
1372,1372,1
1373,1373,1
1374,1374,1
1375,1375,1
1376,1376,0
1377,1377,0
1378,1378,1
1379,1379,0
1380,1380,1
1381,1381,0
1382,1382,1
1383,1383,1
1384,1384,1
1385,1385,0
1386,1386,1
1387,1387,1
1388,1388,1
1389,1389,0
1390,1390,0
1391,1391,1
1392,1392,1
1393,1393,1
1394,1394,1
1395,1395,1
1396,1396,1
1397,1397,1
1398,1398,1
1399,1399,0
1400,1400,1
1401,1401,1
1402,1402,0
1403,1403,1
1404,1404,0
1405,1405,1
1406,1406,0
1407,1407,1
1408,1408,0
1409,1409,0
1410,1410,1
1411,1411,0
1412,1412,1
1413,1413,0
1414,1414,0
1415,1415,1
1416,1416,0
1417,1417,1
1418,1418,0
1419,1419,0
1420,1420,1
1421,1421,1
1422,1422,1
1423,1423,0
1424,1424,0
1425,1425,0
1426,1426,1
1427,1427,0
1428,1428,1
1429,1429,1
1430,1430,1
1431,1431,0
1432,1432,0
1433,1433,0
1434,1434,0
1435,1435,0
1436,1436,0
1437,1437,1
1438,1438,0
1439,1439,1
1440,1440,0
1441,1441,1
1442,1442,1
1443,1443,1
1444,1444,1
1445,1445,0
1446,1446,0
1447,1447,0
1448,1448,1
1449,1449,0
1450,1450,0
1451,1451,0
1452,1452,1
1453,1453,0
1454,1454,0
1455,1455,1
1456,1456,0
1457,1457,1
1458,1458,0
1459,1459,0
1460,1460,0
1461,1461,1
1462,1462,1
1463,1463,1
1464,1464,1
1465,1465,1
1466,1466,0
1467,1467,0
1468,1468,0
1469,1469,1
1470,1470,0
1471,1471,0
1472,1472,0
1473,1473,0
1474,1474,0
1475,1475,0
1476,1476,1
1477,1477,1
1478,1478,1
1479,1479,1
1480,1480,0
1481,1481,0
1482,1482,0
1483,1483,0
1484,1484,0
1485,1485,1
1486,1486,1
1487,1487,0
1488,1488,1
1489,1489,1
1490,1490,0
1491,1491,1
1492,1492,0
1493,1493,0
1494,1494,1
1495,1495,0
1496,1496,1
1497,1497,0
1498,1498,1
1499,1499,1
1500,1500,1
1501,1501,0
1502,1502,1
1503,1503,1
1504,1504,1
1505,1505,1
1506,1506,1
1507,1507,0
1508,1508,0
1509,1509,0
1510,1510,0
1511,1511,0
1512,1512,0
1513,1513,1
1514,1514,1
1515,1515,0
1516,1516,0
1517,1517,1
1518,1518,0
1519,1519,1
1520,1520,1
1521,1521,1
1522,1522,0
1523,1523,0
1524,1524,1
1525,1525,0
1526,1526,0
1527,1527,1
1528,1528,1
1529,1529,0
1530,1530,1
1531,1531,1
1532,1532,0
1533,1533,1
1534,1534,1
1535,1535,1
1536,1536,1
1537,1537,0
1538,1538,0
1539,1539,0
1540,1540,0
1541,1541,0
1542,1542,1
1543,1543,1
1544,1544,1
1545,1545,0
1546,1546,1
1547,1547,0
1548,1548,1
1549,1549,1
1550,1550,1
1551,1551,0
1552,1552,1
1553,1553,1
1554,1554,0
1555,1555,1
1556,1556,1
1557,1557,1
1558,1558,0
1559,1559,1
1560,1560,0
1561,1561,1
1562,1562,0
1563,1563,0
1564,1564,0
1565,1565,1
1566,1566,1
1567,1567,1
1568,1568,1
1569,1569,0
1570,1570,1
1571,1571,1
1572,1572,1
1573,1573,1
1574,1574,1
1575,1575,1
1576,1576,1
1577,1577,0
1578,1578,0
1579,1579,1
1580,1580,1
1581,1581,0
1582,1582,0
1583,1583,0
1584,1584,1
1585,1585,1
1586,1586,1
1587,1587,1
1588,1588,0
1589,1589,0
1590,1590,0
1591,1591,1
1592,1592,1
1593,1593,1
1594,1594,1
1595,1595,0
1596,1596,1
1597,1597,0
1598,1598,1
1599,1599,1
1600,1600,1
1601,1601,1
1602,1602,1
1603,1603,0
1604,1604,1
1605,1605,0
1606,1606,0
1607,1607,1
1608,1608,0
1609,1609,1
1610,1610,0
1611,1611,0
1612,1612,1
1613,1613,1
1614,1614,0
1615,1615,0
1616,1616,0
1617,1617,0
1618,1618,1
1619,1619,0
1620,1620,0
1621,1621,0
1622,1622,1
1623,1623,1
1624,1624,0
1625,1625,0
1626,1626,0
1627,1627,0
1628,1628,0
1629,1629,0
1630,1630,1
1631,1631,0
1632,1632,1
1633,1633,1
1634,1634,0
1635,1635,0
1636,1636,1
1637,1637,1
1638,1638,1
1639,1639,1
1640,1640,1
1641,1641,1
1642,1642,1
1643,1643,0
1644,1644,1
1645,1645,1
1646,1646,1
1647,1647,1
1648,1648,0
1649,1649,0
1650,1650,1
1651,1651,1
1652,1652,0
1653,1653,0
1654,1654,1
1655,1655,0
1656,1656,1
1657,1657,0
1658,1658,0
1659,1659,1
1660,1660,0
1661,1661,0
1662,1662,1
1663,1663,0
1664,1664,0
1665,1665,0
1666,1666,1
1667,1667,0
1668,1668,1
1669,1669,0
1670,1670,0
1671,1671,1
1672,1672,1
1673,1673,1
1674,1674,1
1675,1675,0
1676,1676,1
1677,1677,1
1678,1678,0
1679,1679,1
1680,1680,1
1681,1681,0
1682,1682,0
1683,1683,1
1684,1684,1
1685,1685,0
1686,1686,1
1687,1687,1
1688,1688,1
1689,1689,0
1690,1690,0
1691,1691,1
1692,1692,1
1693,1693,0
1694,1694,1
1695,1695,0
1696,1696,0
1697,1697,0
1698,1698,0
1699,1699,0
1700,1700,0
1701,1701,1
1702,1702,0
1703,1703,0
1704,1704,1
1705,1705,1
1706,1706,1
1707,1707,0
1708,1708,0
1709,1709,1
1710,1710,1
1711,1711,0
1712,1712,0
1713,1713,1
1714,1714,0
1715,1715,0
1716,1716,0
1717,1717,0
1718,1718,1
1719,1719,0
1720,1720,1
1721,1721,0
1722,1722,0
1723,1723,0
1724,1724,0
1725,1725,1
1726,1726,0
1727,1727,0
1728,1728,1
1729,1729,0
1730,1730,0
1731,1731,1
1732,1732,1
1733,1733,1
1734,1734,1
1735,1735,1
1736,1736,0
1737,1737,1
1738,1738,0
1739,1739,0
1740,1740,0
1741,1741,0
1742,1742,0
1743,1743,0
1744,1744,1
1745,1745,1
1746,1746,1
1747,1747,1
1748,1748,0
1749,1749,1
1750,1750,1
1751,1751,1
1752,1752,1
1753,1753,0
1754,1754,1
1755,1755,0
1756,1756,1
1757,1757,0
1758,1758,1
1759,1759,1
1760,1760,1
1761,1761,0
1762,1762,0
1763,1763,0
1764,1764,1
1765,1765,1
1766,1766,1
1767,1767,0
1768,1768,0
1769,1769,0
1770,1770,1
1771,1771,0
1772,1772,1
1773,1773,1
1774,1774,0
1775,1775,1
1776,1776,1
1777,1777,0
1778,1778,1
1779,1779,1
1780,1780,1
1781,1781,1
1782,1782,1
1783,1783,1
1784,1784,0
1785,1785,0
1786,1786,1
1787,1787,1
1788,1788,1
1789,1789,0
1790,1790,1
1791,1791,1
1792,1792,1
1793,1793,1
1794,1794,1
1795,1795,1
1796,1796,0
1797,1797,0
1798,1798,0
1799,1799,0
1800,1800,0
1801,1801,0
1802,1802,0
1803,1803,1
1804,1804,0
1805,1805,0
1806,1806,1
1807,1807,1
1808,1808,1
1809,1809,1
1810,1810,0
1811,1811,0
1812,1812,0
1813,1813,1
1814,1814,1
1815,1815,0
1816,1816,0
1817,1817,1
1818,1818,1
1819,1819,0
1820,1820,1
1821,1821,1
1822,1822,0
1823,1823,0
1824,1824,1
1825,1825,0
1826,1826,0
1827,1827,1
1828,1828,1
1829,1829,1
1830,1830,1
1831,1831,0
1832,1832,1
1833,1833,0
1834,1834,1
1835,1835,0
1836,1836,0
1837,1837,1
1838,1838,1
1839,1839,0
1840,1840,1
1841,1841,1
1842,1842,0
1843,1843,0
1844,1844,0
1845,1845,1
1846,1846,0
1847,1847,0
1848,1848,1
1849,1849,0
1850,1850,0
1851,1851,1
1852,1852,1
1853,1853,0
1854,1854,0
1855,1855,0
1856,1856,0
1857,1857,1
1858,1858,0
1859,1859,0
1860,1860,1
1861,1861,0
1862,1862,0
1863,1863,0
1864,1864,0
1865,1865,1
1866,1866,0
1867,1867,1
1868,1868,0
1869,1869,1
1870,1870,1
1871,1871,1
1872,1872,0
1873,1873,0
1874,1874,0
1875,1875,0
1876,1876,1
1877,1877,0
1878,1878,0
1879,1879,1
1880,1880,0
1881,1881,1
1882,1882,1
1883,1883,0
1884,1884,1
1885,1885,0
1886,1886,0
1887,1887,0
1888,1888,0
1889,1889,1
1890,1890,1
1891,1891,1
1892,1892,0
1893,1893,1
1894,1894,1
1895,1895,1
1896,1896,1
1897,1897,1
1898,1898,0
1899,1899,1
1900,1900,1
1901,1901,0
1902,1902,1
1903,1903,1
1904,1904,1
1905,1905,0
1906,1906,1
1907,1907,0
1908,1908,0
1909,1909,0
1910,1910,1
1911,1911,0
1912,1912,0
1913,1913,1
1914,1914,1
1915,1915,0
1916,1916,0
1917,1917,1
1918,1918,0
1919,1919,1
1920,1920,1
1921,1921,0
1922,1922,0
1923,1923,0
1924,1924,0
1925,1925,0
1926,1926,0
1927,1927,0
1928,1928,0
1929,1929,1
1930,1930,0
1931,1931,0
1932,1932,0
1933,1933,0
1934,1934,0
1935,1935,1
1936,1936,0
1937,1937,1
1938,1938,0
1939,1939,1
1940,1940,1
1941,1941,0
1942,1942,1
1943,1943,0
1944,1944,1
1945,1945,0
1946,1946,0
1947,1947,1
1948,1948,0
1949,1949,0
1950,1950,0
1951,1951,1
1952,1952,1
1953,1953,0
1954,1954,0
1955,1955,0
1956,1956,1
1957,1957,1
1958,1958,0
1959,1959,1
1960,1960,1
1961,1961,1
1962,1962,1
1963,1963,0
1964,1964,1
1965,1965,1
1966,1966,0
1967,1967,1
1968,1968,0
1969,1969,0
1970,1970,0
1971,1971,0
1972,1972,1
1973,1973,0
1974,1974,1
1975,1975,0
1976,1976,0
1977,1977,0
1978,1978,0
1979,1979,0
1980,1980,0
1981,1981,1
1982,1982,0
1983,1983,1
1984,1984,1
1985,1985,0
1986,1986,0
1987,1987,0
1988,1988,1
1989,1989,0
1990,1990,0
1991,1991,1
1992,1992,1
1993,1993,0
1994,1994,0
1995,1995,1
1996,1996,0
1997,1997,0
